playerName,From,To,Pos,Ht,Wt,birthDate,Colleges
Don Otten,1950,1953,C,10-Jun,240,4/18/1921,Bowling Green
Don Putman,1947,1950,G,1-Jun,170,11/13/1922,Denver
Don Ray,1950,1950,F-C,5-Jun,190,7/8/1921,Western Kentucky
Don Rehfeldt,1951,1952,F,7-Jun,210,1/7/1927,Wisconsin
Don Reid,1996,2003,F,8-Jun,250,12/30/1973,Georgetown
Don Savage,1952,1957,F-G,3-Jun,205,4/9/1928,LeMoyne College
Don Smith,1949,1949,G-F,2-Jun,190,7/27/1920,Minnesota
Don Smith,1975,1975,G,1-Jun,160,10/10/1951,Dayton
Don Sunderlage,1954,1955,G,1-Jun,180,12/20/1929,Illinois
Donald Hodge,1992,1996,C,1-Jul,230,2/25/1969,Temple
Donald Royal,1990,1998,F,8-Jun,210,5/22/1966,Notre Dame
Donald Sidle,1969,1972,F-C,8-Jun,215,6/21/1946,Oklahoma
Donald Sloan,2012,2016,G,3-Jun,205,1/15/1988,Texas A&M
Donald Washington,1975,1976,F,8-Jun,210,4/22/1952,UNC
Donald Whiteside,1997,1998,G,10-May,160,4/25/1969,Northern Illinois
Donatas Motiejanas,2013,2019,F-C,1-Jul,222,9/20/1990,
Donell Taylor,2006,2007,G,6-Jun,180,7/26/1982,"Okaloosa-Walton Community College, UAB"
Donnell Harvey,2001,2005,F,8-Jun,220,8/26/1980,Florida
Donnie Boyce,1996,1997,G,5-Jun,196,9/2/1973,Colorado
Donnie Butcher,1962,1966,G,2-Jun,200,2/8/1936,Pikeville College
Donnie Forman,1949,1949,G,10-May,175,1/17/1926,NYU
Donnie Freeman,1968,1976,G,3-Jun,185,7/18/1944,Illinois
Donny Marshall,1996,2003,F,7-Jun,230,7/17/1972,UConn
Donovan Mitchell,2018,2022,G,1-Jun,215,9/7/1996,Louisville
Dont a Greene,2009,2012,F,11-Jun,226,2/21/1988,Syracuse
Donta Hall,2020,2021,F,9-Jun,232,8/7/1997,Alabama
Donta Smith,2005,2006,G-F,7-Jun,215,11/27/1983,Southeastern Illinois College
Dontae' Jones,1998,1998,F,8-Jun,220,6/2/1975,"Northeast Mississippi Community College, Mississippi State"
Donte DiVincenzo,2019,2022,G,4-Jun,203,1/31/1997,Villanova
Donte Grantham,2019,2019,F,8-Jun,215,3/19/1995,Clemson
Dontell Jefferson,2009,2009,G,5-Jun,195,12/15/1983,Arkansas
Dontonio Wingfield,1995,1998,F,8-Jun,256,6/23/1974,Cincinnati
Donyell Marshall,1995,2009,F,9-Jun,218,5/18/1973,UConn
Dorell Wright,2005,2015,F-G,9-Jun,205,12/2/1985,
Dorian Finney-Smith,2017,2022,F,7-Jun,220,5/4/1993,Florida
Dorie Murrey,1967,1972,F-C,8-Jun,215,9/7/1943,Detroit Mercy
Doron Lamb,2013,2014,G,4-Jun,210,11/6/1991,Kentucky
Doug Bolstorff,1958,1958,G,4-Jun,195,10/29/1931,Minnesota
Doug Christie,1993,2007,G-F,6-Jun,200,5/9/1970,Pepperdine
Doug Collins,1974,1981,G-F,6-Jun,180,7/28/1951,Illinois State
Doug Edwards,1994,1996,F,7-Jun,220,1/21/1971,Florida State
Doug Holcomb,1949,1949,F,4-Jun,200,2/9/1925,Wisconsin
Doug Kistler,1962,1962,F,9-Jun,210,3/21/1938,Duke
Doug Lee,1992,1995,G-F,5-Jun,200,10/24/1964,"Texas A&M, Purdue"
Doug McDermott,2015,2022,F,7-Jun,225,1/3/1992,Creighton
Doug Moe,1968,1972,F-G,5-Jun,215,9/21/1938,UNC
Doug Overton,1993,2004,G,3-Jun,190,8/3/1969,La Salle
Doug Roth,1990,1990,C,11-Jun,255,8/24/1967,Tennessee
Doug Sims,1969,1969,F,7-Jun,195,6/29/1943,Kent State University
Doug Smith,1992,1996,F,10-Jun,220,9/17/1969,Missouri
Doug West,1990,2001,G-F,6-Jun,200,5/27/1967,Villanova
Doyle Parrack,1947,1947,F-G,1-Jun,165,12/6/1921,Oklahoma State
Draaen Petrovi a *,1990,1993,G,5-Jun,195,10/22/1964,
Dragan Bender,2017,2020,F,1-Jul,225,11/17/1997,
Dragan Tarla a ,2001,2001,C,10-Jun,260,5/9/1973,
Draymond Green,2013,2022,F,6-Jun,230,3/4/1990,Michigan State
Drew Barry,1998,2000,G,5-Jun,191,2/17/1973,Georgia Tech
Drew Eubanks,2019,2022,F,9-Jun,245,2/1/1997,Oregon State
Drew Gooden,2003,2016,F,10-Jun,250,9/24/1981,Kansas
Drew Gordon,2015,2015,F,9-Jun,245,7/12/1990,"UCLA, New Mexico"
Duane Causwell,1991,2001,C,1-Jul,240,5/31/1968,Temple
Duane Cooper,1993,1994,G,1-Jun,185,6/25/1969,USC
Duane Ferrell,1989,1999,F-G,7-Jun,209,2/28/1965,Georgia Tech
Duane Klueh,1950,1951,G,3-Jun,175,1/6/1926,Indiana State University
Duane Washington,1988,1993,G,4-Jun,195,8/31/1964,Middle Tennessee
Duane Washington Jr.,2022,2022,G,3-Jun,210,3/24/2000,Ohio State
Duck Williams,1980,1980,G,2-Jun,180,8/2/1956,Notre Dame
Dudley Bradley,1980,1989,G-F,6-Jun,195,3/19/1957,UNC
Duje Dukan,2016,2016,F,9-Jun,220,12/4/1991,Wisconsin
Duncan Robinson,2019,2022,G-F,7-Jun,215,4/22/1994,"Williams, Michigan"
Dusty Hannahs,2019,2020,G,3-Jun,210,9/2/1993,"Texas Tech, Arkansas"
Dwaine Dillard,1976,1976,F,6-Jun,230,3/9/1949,Eastern Michigan
Dwayne Bacon,2018,2021,G,6-Jun,221,8/30/1995,Florida State
Dwayne Jones,2006,2010,F-C,11-Jun,250,6/9/1983,Saint Joseph's
Dwayne McClain,1986,1986,G,6-Jun,185,2/7/1963,Villanova
Dwayne Morton,1995,1995,F,7-Jun,195,8/8/1971,Louisville
Dwayne Polee,1987,1987,G,5-Jun,180,3/2/1963,"UNLV, Pepperdine"
Dwayne Schintzius,1991,1999,C,1-Jul,260,10/14/1968,Florida
Dwayne Whitfield,1996,1996,F,9-Jun,240,8/21/1972,Jackson State University
Dwight Anderson,1983,1983,G,3-Jun,185,12/28/1960,"Kentucky, USC"
Dwight Buycks,2014,2018,G,3-Jun,190,3/6/1989,Marquette
Dwight Davis,1973,1977,F,8-Jun,220,10/28/1949,Houston
Dwight Howard,2005,2022,C,10-Jun,265,12/8/1985,
Dwight Jones,1974,1983,F-C,10-Jun,210,2/27/1952,Houston
Dwight Powell,2015,2022,F-C,10-Jun,240,7/20/1991,Stanford
Dwight Waller,1969,1972,F,6-Jun,220,10/5/1945,Tennessee State
Dwyane Wade,2004,2019,G,4-Jun,220,1/17/1982,Marquette
Dylan Windler,2021,2022,G-F,6-Jun,196,9/22/1996,Belmont
Dyron Nix,1990,1990,F,7-Jun,210,2/11/1967,Tennessee
E.C. Coleman,1974,1979,F,8-Jun,225,9/25/1950,Houston Baptist University
Earl Barron,2006,2015,C,1-Jul,250,8/14/1981,Memphis
Earl Boykins,1999,2012,G,5-May,135,6/2/1976,Eastern Michigan
Earl Clark,2010,2015,F,10-Jun,225,1/17/1988,Louisville
Earl Cureton,1981,1997,F-C,9-Jun,210,9/3/1957,"Robert Morris University (PA), Detroit Mercy"
Earl Dodd,1950,1950,F,5-Jun,175,11/1/1924,Truman State University
Earl Evans,1980,1980,F,8-Jun,202,11/11/1955,"USC, UNLV"
Earl Gardner,1949,1949,F,3-Jun,195,9/18/1923,DePauw University
Earl Jones,1985,1986,C,1-Jul,210,1/13/1961,University of the District of Columbia
Earl Lloyd*,1951,1960,F-C,5-Jun,200,4/3/1928,West Virginia State University
Earl Monroe*,1968,1980,G,3-Jun,185,11/21/1944,Winston-Salem State
Earl Shannon,1947,1949,G-F,11-May,170,11/23/1921,Rhode Island
Earl Tatum,1977,1980,G-F,5-Jun,185,7/26/1953,Marquette
Earl Watson,2002,2014,G,1-Jun,195,6/12/1979,UCLA
Earl Williams,1975,1979,C-F,7-Jun,230,3/24/1951,Winston-Salem State
Earle Higgins,1971,1971,F,8-Jun,195,12/30/1946,Eastern Michigan
Earnie Killum,1971,1971,G,3-Jun,180,6/11/1948,Stetson University
Easy Parham,1949,1951,F-G,3-Jun,200,12/27/1921,Texas Wesleyan University
Ed Bartels,1950,1951,F,5-Jun,195,10/8/1925,NC State
Ed Beach,1951,1951,F,3-Jun,200,1/25/1929,West Virginia
Ed Biedenbach,1969,1969,G,1-Jun,175,8/12/1945,NC State
Ed Burton,1962,1965,F,6-Jun,225,8/13/1939,Michigan State
Ed Conlin,1956,1962,F-G,5-Jun,200,9/2/1933,Fordham
Ed Dahler,1952,1952,F,5-Jun,190,1/31/1926,Duquesne
Ed Davis,2011,2022,F,9-Jun,218,6/5/1989,UNC
Ed Earle,1954,1954,F,3-Jun,190,4/28/1927,Loyola Chicago
Ed Fleming,1956,1960,G-F,3-Jun,189,7/25/1933,Niagara University
Ed Gayda,1951,1951,G-F,4-Jun,210,5/16/1927,Washington State
Ed Gray,1998,1999,G,3-Jun,210,9/27/1975,"Tennessee, California"
Ed Horton,1990,1990,F,8-Jun,230,12/17/1967,Iowa
Ed Johnson,1969,1971,C,8-Jun,205,6/17/1944,Tennessee State
Ed Kalafat,1955,1957,C-F,6-Jun,245,10/13/1932,Minnesota
Ed Kasid,1947,1947,G,11-May,185,8/13/1923,
Ed Leede,1950,1951,F-G,3-Jun,185,7/17/1927,Dartmouth College
Ed Macauley*,1950,1959,C-F,8-Jun,185,3/22/1928,Saint Louis
Ed Manning,1968,1976,F,7-Jun,210,1/2/1944,Jackson State University
Ed Melvin,1947,1947,G,9-May,170,2/13/1916,Duquesne
Ed Mikan,1949,1954,C-F,8-Jun,230,10/20/1925,DePaul
Ed Nealy,1983,1993,F,7-Jun,238,2/19/1960,Kansas State
Ed O'Bannon,1996,1997,F,8-Jun,222,8/14/1972,UCLA
Ed Peterson,1950,1951,C,9-Jun,220,6/27/1924,Cornell
Ed Pinckney,1986,1997,F,9-Jun,195,3/27/1963,Villanova
Ed Rains,1982,1983,F,7-Jun,190,12/24/1956,University of South Alabama
Ed Ratleff,1974,1978,F-G,6-Jun,195,3/29/1950,Cal State Long Beach
Ed Sadowski,1947,1950,C,5-Jun,240,7/11/1917,Seton Hall
Ed Searcy,1976,1976,F,6-Jun,210,4/17/1952,St. John's
Ed Sherod,1983,1983,G,2-Jun,170,9/13/1959,VCU
Ed Smith,1954,1954,F,6-Jun,180,7/5/1929,Harvard University
Ed Stanczak,1950,1951,F,1-Jun,185,8/15/1921,
Ed Stokes,1998,1998,C,1-Jul,264,9/3/1971,Arizona
Eddie Basden,2006,2006,G,5-Jun,215,2/15/1983,UNC Charlotte
Eddie Gill,2001,2009,G,1-Jun,190,8/16/1978,Weber State
Eddie Griffin,2002,2007,F-C,10-Jun,220,5/30/1982,Seton Hall
Eddie House,2001,2011,G,1-Jun,180,5/14/1978,Arizona State
Eddie Hughes,1988,1990,G,10-May,165,5/26/1960,Colorado State
Eddie Johnson,1978,1987,G,2-Jun,180,2/24/1955,Auburn
Eddie Johnson,1982,1999,F-G,7-Jun,215,5/1/1959,Illinois
Eddie Jones,1995,2008,G-F,6-Jun,190,10/20/1971,Temple
Eddie Jordan,1978,1984,G,1-Jun,170,1/29/1955,Rutgers University
Eddie Lee Wilkins,1985,1993,F-C,10-Jun,220,5/7/1962,Gardner-Webb University
Eddie Mast,1971,1973,F-C,9-Jun,220,10/3/1948,Temple
Eddie Miles,1964,1972,G-F,4-Jun,195,7/5/1940,Seattle University
Eddie Miller,1953,1954,C-F,8-Jun,225,6/18/1931,Syracuse
Eddie Owens,1978,1978,F,7-Jun,210,12/26/1953,UNLV
Eddie Phillips,1983,1983,F,7-Jun,225,9/29/1961,Alabama
Eddie Robinson,2000,2004,G-F,8-Jun,210,4/19/1976,University of Central Oklahoma
Eddy Curry,2002,2013,C,1-Jul,295,12/5/1982,
Edgar Jones,1981,1986,F-C,10-Jun,225,6/17/1956,Nevada
Edgar Lacey,1969,1969,F,6-Jun,190,8/2/1944,UCLA
Edmond Sumner,2018,2021,G,4-Jun,196,12/31/1995,Xavier
Edmund Lawrence,1981,1981,C,1-Jul,228,12/8/1952,McNeese State University
Eduardo N aijera,2001,2012,F,8-Jun,240,7/11/1976,Oklahoma
Edwin Ubiles,2012,2012,G,6-Jun,204,11/26/1986,Siena College
Edy Tavares,2016,2017,C,3-Jul,260,3/22/1992,
Efthimios Rentzias,2003,2003,C,11-Jun,250,1/11/1976,
Ekpe Udoh,2011,2019,C-F,10-Jun,245,5/20/1987,"Michigan, Baylor"
Elden Campbell,1991,2005,C,11-Jun,215,7/23/1968,Clemson
Eldridge Recasner,1995,2002,G,3-Jun,190,12/14/1967,Washington
Elfrid Payton,2015,2022,G,3-Jun,195,2/22/1994,Louisiana
Elgin Baylor*,1959,1972,F,5-Jun,225,9/16/1934,"College of Idaho, Seattle University"
Elias Harris,2014,2014,F,8-Jun,239,7/6/1989,Gonzaga
Elie Okobo,2019,2020,G,3-Jun,190,10/23/1997,
Elijah Bryant,2021,2021,G,5-Jun,210,4/19/1995,"Elon University, BYU"
Elijah Hughes,2021,2022,F,5-Jun,215,3/10/1998,"Syracuse, East Carolina University"
Elijah Millsap,2015,2017,G-F,6-Jun,225,8/12/1987,"Louisiana, UAB"
Elliot Perry,1992,2002,G,1-Jun,150,3/28/1969,Memphis
Elliot Williams,2012,2016,G,5-Jun,190,6/20/1989,"Duke, Memphis"
Elmer Behnke,1952,1952,C,7-Jun,210,2/3/1929,Bradley
Elmer Bennett,1995,1997,G,1-Jun,170,2/13/1970,Notre Dame
Elmer Gainer,1948,1950,F-C,6-Jun,195,11/22/1918,DePaul
Elmore Morgenthaler,1947,1949,C,9-Jun,230,8/3/1922,"New Mexico Tech, Boston College"
Elmore Smith,1972,1979,C,1-Jul,250,5/9/1949,Kentucky State University
Elmore Spencer,1993,1997,C,1-Jul,270,12/6/1969,"Georgia, UNLV"
Elnardo Webster,1972,1972,F,5-Jun,190,3/6/1948,Saint Peter's College
Elston Turner,1982,1989,G-F,5-Jun,190,6/10/1959,Ole Miss
Elton Brand,2000,2016,F-C,8-Jun,275,3/11/1979,Duke
Elton McGriff,1968,1969,C,9-Jun,225,8/21/1942,Creighton
Elvin Hayes*,1969,1984,F-C,9-Jun,235,11/17/1945,Houston
Elvin Ivory,1969,1969,F,8-Jun,210,7/2/1948,Louisiana
Em Bryant,1965,1972,G,1-Jun,175,11/4/1938,DePaul
Emanual Davis,1997,2003,G,4-Jun,195,8/27/1968,Delaware State University
Emanuel Terry,2019,2022,F,9-Jun,220,8/21/1996,Lincoln Memorial
Emeka Okafor,2005,2018,C-F,10-Jun,252,9/28/1982,UConn
Emmanuel Mudiay,2016,2022,G,3-Jun,200,3/5/1996,
Enes Freedom,2012,2022,C,10-Jun,250,5/20/1992,
Ennis Whatley,1984,1997,G,3-Jun,177,8/11/1962,Alabama
Eric Anderson,1993,1994,F,9-Jun,220,5/26/1970,Indiana
Eric Bledsoe,2011,2022,G,1-Jun,214,12/9/1989,Kentucky
Eric Dawson,2012,2012,F,9-Jun,250,7/7/1984,Midwestern State University
Eric Fernsten,1976,1984,C-F,10-Jun,205,11/1/1953,San Francisco
Eric Gordon,2009,2022,G-F,3-Jun,215,12/25/1988,Indiana
Eric Johnson,1990,1990,G,2-Jun,205,2/7/1966,"Baylor, Nebraska"
Eric Leckner,1989,1997,C-F,11-Jun,265,5/27/1966,Wyoming
Eric Maynor,2010,2014,G,3-Jun,175,6/11/1987,VCU
Eric McWilliams,1973,1973,F,8-Jun,200,4/18/1950,Cal State Long Beach
Eric Mika,2020,2020,C,10-Jun,230,1/5/1995,BYU
Eric Mobley,1995,1997,C,11-Jun,235,2/1/1970,Pitt
Eric Money,1975,1980,G,1-Jun,170,2/6/1955,Arizona
Eric Montross,1995,2002,C,1-Jul,270,9/23/1971,UNC
Eric Moreland,2015,2019,F-C,10-Jun,238,12/24/1991,Oregon State
Eric Murdock,1992,2000,G,1-Jun,190,6/14/1968,Providence
Eric Paschall,2020,2022,F,6-Jun,255,11/4/1996,"Fordham, Villanova"
Eric Piatkowski,1995,2008,G-F,7-Jun,215,9/30/1970,Nebraska
Eric Riley,1994,1999,C,1-Jul,245,6/2/1970,Michigan
Eric Snow,1996,2008,G,3-Jun,190,4/24/1973,Michigan State
Eric Washington,1998,1999,G,4-Jun,190,3/23/1974,Alabama
Eric White,1988,1989,F,8-Jun,200,12/30/1965,Pepperdine
Eric Williams,1996,2007,F,8-Jun,220,7/17/1972,"Vincennes University, Providence"
Erick Barkley,2001,2002,G,1-Jun,177,2/21/1978,St. John's
Erick Dampier,1997,2012,C,11-Jun,265,7/14/1975,Mississippi State
Erick Green,2015,2016,G,4-Jun,185,5/9/1991,Virginia Tech
Erick Strickland,1997,2005,G,3-Jun,210,11/25/1973,Nebraska
Erik Daniels,2005,2005,F,8-Jun,214,4/1/1982,Kentucky
Erik McCree,2018,2018,F,7-Jun,219,12/20/1993,Louisiana Tech
Erik Murphy,2014,2014,F,10-Jun,230,10/26/1990,Florida
Ernest Brown,2002,2002,C,1-Jul,244,5/17/1979,Indian Hills Community College
Ernie Barrett,1954,1956,G-F,3-Jun,180,8/27/1929,Kansas State
Ernie Beck,1954,1961,G-F,4-Jun,190,12/11/1931,Penn
Ernie Calverley,1947,1949,G,10-May,145,1/30/1924,Rhode Island
Ernie DiGregorio,1974,1978,G,1-Jun,180,1/15/1951,Providence
Ernie Grunfeld,1978,1986,G-F,6-Jun,210,4/24/1955,Tennessee
Ernie Vandeweghe,1950,1956,F-G,3-Jun,195,9/12/1928,Colgate
Errol Palmer,1968,1968,F,5-Jun,195,,DePaul
Ersan  alyasova,2007,2021,F,9-Jun,235,5/15/1987,
Erv Staggs,1970,1970,F-G,6-Jun,195,9/1/1948,"North Carolina A&T, Cheyney (PA)"
Ervin Inniger,1968,1969,G,4-Jun,190,1/16/1945,Indiana
Ervin Johnson,1994,2006,C,11-Jun,245,12/21/1967,New Orleans
Erwin Mueller,1967,1974,C-F,8-Jun,230,3/12/1944,San Francisco
Essie Hollis,1979,1979,F,6-Jun,195,5/16/1955,St. Bonaventure
Esteban Batista,2006,2007,F-C,10-Jun,270,9/2/1983,
Etan Thomas,2002,2011,F,9-Jun,256,4/1/1978,Syracuse
Etdrick Bohannon,1998,2001,F,9-Jun,220,5/29/1973,"Arizona, Tennessee, Auburn University at Montgomery"
E'Twaun Moore,2012,2021,G-F,3-Jun,191,2/25/1989,Purdue
Eugene Jeter,2011,2011,G,11-May,175,12/2/1983,University of Portland
Eugene Omoruyi,2022,2022,F,7-Jun,244,2/14/1997,"Rutgers University, Oregon"
Evan Eschmeyer,2000,2003,C,11-Jun,255,5/30/1975,Northwestern
Evan Fournier,2013,2022,G-F,7-Jun,205,10/29/1992,
Evan Mobley,2022,2022,F-C,1-Jul,215,6/18/2001,USC
Evan Turner,2011,2020,G,6-Jun,220,10/27/1988,Ohio State
Everette Stephens,1989,1991,G,2-Jun,175,10/21/1966,Purdue
Evers Burns,1994,1994,F,8-Jun,260,8/24/1971,Maryland
Evric Gray,1997,1997,F,7-Jun,235,12/13/1969,UNLV
Fab Melo,2013,2013,C,1-Jul,255,6/20/1990,Syracuse
Fabricio Oberto,2006,2011,C-F,10-Jun,245,3/21/1975,
Facundo Campazzo,2021,2022,G,10-May,195,3/23/1991,
Fat Lever,1983,1994,G,3-Jun,170,8/18/1960,Arizona State
Fatty Taylor,1970,1977,G,1-Jun,175,3/13/1946,La Salle
Felipe L a pez,1999,2002,G,5-Jun,199,12/19/1974,St. John's
Felton Spencer,1991,2002,C,1-Jul,265,1/15/1968,Louisville
Fennis Dembo,1989,1989,F,5-Jun,215,1/24/1966,Wyoming
Fernando Mart an,1987,1987,C,9-Jun,220,3/25/1962,
Festus Ezeli,2013,2016,C,11-Jun,255,10/21/1989,Vanderbilt
Floyd Theard,1970,1970,G,1-Jun,170,9/5/1944,Kentucky State University
Floyd Volker,1950,1950,F-C,4-Jun,205,6/21/1921,Wyoming
Fly Williams,1975,1975,G-F,5-Jun,200,2/18/1953,Austin Peay State University
Flynn Robinson,1967,1974,G,1-Jun,185,4/28/1941,Wyoming
Foots Walker,1975,1984,G,1-Jun,184,5/21/1951,"Vincennes University, West Georgia"
Forest Able,1957,1957,G,3-Jun,180,7/27/1932,Western Kentucky
Forrest McKenzie,1987,1987,F,7-Jun,200,2/16/1963,Loyola Marymount
Fran Curran,1949,1950,G,1-Jun,175,9/9/1922,Notre Dame
Fran O'Hanlon,1971,1971,G,1-Jun,175,8/24/1948,Villanova
Francisco Elson,2004,2012,C,1-Jul,235,2/28/1976,California
Francisco Garc aa,2006,2015,F-G,7-Jun,195,12/31/1981,Louisville
Frank Brickowski,1985,1997,F-C,9-Jun,240,8/14/1959,Penn State
Frank Card,1969,1973,F,7-Jun,195,12/28/1944,South Carolina State
Frank Fucarino,1947,1947,F,2-Jun,175,7/24/1920,Long Island University
Frank Gates,1950,1950,G,1-Jun,160,4/12/1920,Sam Houston State University
Frank Jackson,2019,2022,G,3-Jun,205,5/4/1998,Duke
Frank Johnson,1982,1994,G,1-Jun,185,11/23/1958,Wake Forest
Frank Kaminsky,2016,2022,F-C,1-Jul,240,4/4/1993,Wisconsin
Frank Kendrick,1975,1975,F,6-Jun,198,9/11/1950,Purdue
Frank Kornet,1990,1991,F,9-Jun,225,1/27/1967,Vanderbilt
Frank Kudelka,1950,1953,G-F,2-Jun,193,6/25/1925,Saint Mary's
Frank Mangiapane,1947,1947,G,10-May,195,8/5/1925,NYU
Frank Mason III,2018,2021,G,11-May,190,4/3/1994,Kansas
Frank Ntilikina,2018,2022,G,4-Jun,200,7/28/1998,
Frank Oleynick,1976,1977,G,2-Jun,185,2/20/1955,Seattle University
Frank Radovich,1962,1962,F,8-Jun,235,3/3/1938,Indiana
Frank Ramsey*,1955,1964,F-G,3-Jun,190,7/13/1931,Kentucky
Frank Reddout,1954,1954,F,5-Jun,195,3/4/1931,Syracuse
Frank Russell,1973,1973,G,3-Jun,180,4/17/1949,Detroit Mercy
Frank Schade,1973,1973,G,1-Jun,170,1/22/1950,University of Wisconsin-Eau Claire
Frank Selvy,1955,1964,G-F,3-Jun,180,11/9/1932,Furman University
Frank Williams,2003,2005,G,3-Jun,212,2/25/1980,Illinois
Frankie Baumholtz,1947,1947,G,10-May,170,10/7/1918,Ohio University
Frankie Brian,1950,1956,G,1-Jun,180,5/1/1923,LSU
Frankie King,1996,1997,G,1-Jun,185,6/6/1972,Western Carolina University
Frankie Sanders,1979,1981,F-G,6-Jun,200,1/23/1957,Southern University and A&M College
Franklin Edwards,1982,1988,G,1-Jun,170,2/2/1959,Cleveland State University
Franz Wagner,2022,2022,G-F,9-Jun,225,8/27/2001,Michigan
Fred Brown,1972,1984,G,3-Jun,182,8/7/1948,Iowa
Fred Carter,1970,1977,G-F,3-Jun,185,2/14/1945,Mount St. Mary's University
Fred Christ,1955,1955,G,4-Jun,210,8/6/1930,Fordham
Fred Cofield,1986,1987,G,3-Jun,190,1/4/1962,"Oregon, Eastern Michigan"
Fred Diute,1955,1955,G,3-Jun,210,1/9/1929,St. Bonaventure
Fred Foster,1969,1977,F,5-Jun,210,3/18/1946,Miami University
Fred Hetzel,1966,1971,F-C,8-Jun,220,7/21/1942,Davidson
Fred Hilton,1972,1973,G-F,3-Jun,185,1/15/1948,Grambling State University
Fred Hoiberg,1996,2005,G,4-Jun,203,10/15/1972,Iowa State
Fred Jacobs,1947,1947,F,3-Jun,175,12/2/1922,Denver
Fred Jones,2003,2009,G-F,4-Jun,210,3/11/1979,Oregon
Fred LaCour,1961,1963,G-F,5-Jun,210,2/7/1938,San Francisco
Fred Paine,1949,1949,F,5-Jun,210,12/7/1925,Westminster College of Pennsylvania
Fred Roberts,1984,1997,F-C,10-Jun,218,8/14/1960,BYU
Fred Saunders,1975,1978,F,7-Jun,210,6/13/1951,Syracuse
Fred Schaus,1950,1954,F,5-Jun,205,6/30/1925,West Virginia
Fred Scolari,1947,1955,G,10-May,180,3/1/1922,San Francisco
Fred Sheffield,1947,1947,F,2-Jun,165,11/5/1923,Utah
Fred Taylor,1971,1972,G-F,5-Jun,180,2/5/1948,University of Texas Rio Grande Valley
Fred VanVleet,2017,2022,G,1-Jun,197,2/25/1994,Wichita State
Fred Vinson,1995,2000,G,4-Jun,190,1/28/1971,Georgia Tech
Freddie Boyd,1973,1978,G,2-Jun,180,6/13/1950,Oregon State
Freddie Crawford,1967,1971,G-F,4-Jun,189,12/23/1941,St. Bonaventure
Freddie Gillespie,2021,2022,F,9-Jun,245,6/14/1997,"Carleton College, Baylor"
Freddie Lewis,1949,1950,F-G,2-Jun,195,1/6/1921,Eastern Kentucky University
Freddie Lewis,1967,1977,G,1-Jun,175,7/1/1943,Arizona State
Freeman Williams,1979,1986,G-F,4-Jun,190,5/15/1956,Portland State
Frido Frey,1947,1947,F,2-Jun,195,10/26/1921,Long Island University
Fritz Nagy,1949,1949,G-F,2-Jun,185,1/3/1924,University of Akron
Furkan Aldemir,2015,2015,F-C,10-Jun,240,8/9/1991,
Furkan Korkmaz,2018,2022,G,7-Jun,202,7/24/1997,
Gabe Pruitt,2008,2009,G,4-Jun,170,4/19/1986,USC
Gabe Vincent,2020,2022,G,3-Jun,200,6/14/1996,UC Santa Barbara
Gabriel Deck,2021,2022,F,8-Jun,232,2/8/1995,
Gail Goodrich*,1966,1979,G,1-Jun,170,4/23/1943,UCLA
Gal Mekel,2014,2015,G,3-Jun,191,3/4/1988,Wichita State
Gale Bishop,1949,1949,F,3-Jun,195,6/4/1922,Washington State
Gani Lawal,2011,2011,F,9-Jun,234,11/7/1988,Georgia Tech
Gar Heard,1971,1981,F,6-Jun,219,5/3/1948,Oklahoma
Garfield Smith,1971,1973,C-F,9-Jun,235,11/18/1945,Eastern Kentucky University
Garland O'Shields,1947,1947,G-F,1-Jun,195,5/23/1921,Tennessee
Garret Siler,2011,2011,C,11-Jun,305,10/25/1986,Augusta State University
Garrett Temple,2010,2022,G,5-Jun,195,5/8/1986,LSU
Garrison Mathews,2020,2022,G,5-Jun,215,10/24/1996,Lipscomb
Garry Witts,1982,1982,G-F,7-Jun,190,7/3/1959,Holy Cross
Garth Joseph,2001,2001,C,2-Jul,315,8/8/1973,College of Saint Rose
Gary Alcorn,1960,1961,C,9-Jun,225,10/8/1936,Fresno State
Gary Alexander,1994,1994,F,7-Jun,240,11/1/1969,South Florida
Gary Bergen,1957,1957,C,8-Jun,210,7/16/1932,Utah
Gary Bradds,1965,1971,F,8-Jun,210,7/26/1942,Ohio State
Gary Brokaw,1975,1978,G,4-Jun,178,1/11/1954,Notre Dame
Gary Clark,2019,2022,F,6-Jun,225,11/16/1994,Cincinnati
Gary Forbes,2011,2012,F,7-Jun,220,2/25/1985,"Virginia, UMass"
Gary Freeman,1971,1971,F,9-Jun,210,7/25/1948,Oregon State
Gary Garland,1980,1980,G,4-Jun,180,10/12/1957,DePaul
Gary Grant,1989,2001,G,3-Jun,185,4/21/1965,Michigan
Gary Gray,1968,1968,G,1-Jun,185,2/23/1945,Oklahoma City University
Gary Gregor,1969,1974,F-C,7-Jun,225,8/13/1945,South Carolina
Gary Harris,2015,2022,G,4-Jun,210,9/14/1994,Michigan State
Gary Hill,1964,1965,G,4-Jun,185,10/7/1941,Oklahoma City University
Gary Keller,1968,1969,F-C,9-Jun,220,6/13/1944,Florida
Gary Leonard,1990,1992,C,1-Jul,250,2/16/1967,Missouri
Gary Melchionni,1974,1975,G,2-Jun,185,1/19/1951,Duke
Gary Neal,2011,2017,G,4-Jun,210,10/3/1984,"La Salle, Towson University"
Gary Payton II,2017,2022,G,3-Jun,190,12/1/1992,Oregon State
Gary Payton*,1991,2007,G,4-Jun,180,7/23/1968,Oregon State
